,Title,Price,ColoursAvailable,ReviewTopic,Reviews,UserID,Date,VerifiedPurchaser,IncentivizedReview
176,NMD_R1 Shoes,110,3,Fits differently than the Ultra Boost.,I like the color and shape of it. I have had many Adidas but for some reason this one  from day one gave me blisters on the back of my feet.  I was only walking not even working out.  I am very bummed because now I have to keep them since wore twice for like 15-20 min each.,Murru ," June 25, 2023 ",False,True
177,NMD_R1 Shoes,110,3,Love these! Most comfortable sneaker ever!,I've bought at least 4 pair of these! Super comfortable!,KimberlyB ," June 23, 2023",False,False
178,NMD_R1 Shoes,110,3,Not the greats shoes. Hard to put on.,Not comfortable at all. Very hard to put on. They run big.,karinaj ," June 22, 2023 ",True,True
179,NMD_R1 Shoes,110,3,Not comfortable,"The shoes are super uncomfortable, it hurts my ankle in the back, have to return them.",sidfha ," June 22, 2023",False,False
180,NMD_R1 Shoes,110,3,Happy with my purchase,Comfortable shoes. I own them in every color and never am disappointed,Dootz ," June 21, 2023",False,False
181,NMD_R1 Shoes,110,3,Very awesome,The shoes are very stylish and not too flashy. However the comfort is out of this world!,Amanduh88 ," June 21, 2023 ",False,True
182,NMD_R1 Shoes,110,3,I love the design and shoes.,"They are so comfortable! 
I recommend this shoes! You are going to love them!",Chacho ," June 20, 2023",False,False
183,NMD_R1 Shoes,110,3,Awesome,"Love it, super comfy and matches with everything. Adidas is my #1",Ash387 ," June 20, 2023 ",False,True
184,NMD_R1 Shoes,110,3,My mom bought then and loves them,I like the the way they look and how clean they are,Bman002 ," June 20, 2023",False,False
185,NMD_R1 Shoes,110,3,Best ever,I love it it my favorite thing ever I want to buy morr,Ashley ," June 20, 2023",False,False
186,NMD_R1 Shoes,110,3,Best purchase,"In love with the color of this shoes, the fill confortable.",Vane1993 ," June 19, 2023",False,False
187,NMD_R1 Shoes,110,3,Best purchase,"In love with the color of this shoes, the fill confortable.",,,False,False
188,NMD_R1 Shoes,110,3,The best,Great Colab shoes unique designed. The box presentation is the best ever,,,False,False
189,NMD_R1 Shoes,110,3,The perfect black sneaker!,"The perfect black sneaker, which made me a new adidas addict. Haha.",,,False,False
190,NMD_R1 Shoes,110,3,Very cool but size down 0.5,Super cool looking. Massive amounts of boost - prime knit is super soft. Fits 0.5 size too big. Awesome shoe,,,False,False
191,NMD_R1 Shoes,110,3,Super cute and extremely comfortable!,Love that they go with everything and are supper comfortable!,,,False,False
0,NMD_R1 Shoes,150,3,Great overall buy!,"Would purchase again  sizing was perfect, comfortable",Slab88 ," September 13, 2023",False,False
1,NMD_R1 Shoes,150,3,Have nothing to complain about,The shoe is great. It feels great on my feet. The pair I had before this has lasted 6 years.,Matt ," September 13, 2023",False,False
2,NMD_R1 Shoes,150,3,Greatest purchase ever,"Great Price, Good Quality, Fast Shipping and Awesome deal..",NMDs ," September 12, 2023",False,False
3,NMD_R1 Shoes,150,3,Beware will leave blisters on the back of heels.,Left really bad blisters on the back of my heels they take awhile to break in. Have to wear higher socks until you get used to them other than that I have always loved this style shoe.,JayLynn ," September 12, 2023",False,False
4,NMD_R1 Shoes,150,3,Lightweight and comfortable running shoes.,Cloud foam support is very comfortable. Will be buying in more colors,Tj22 ," September 12, 2023",False,False
5,NMD_R1 Shoes,150,3,As Comfy as EVER !!!,"Keep it up ADIDAS  !!!!
A +++++×++++++++++++++++++++",Gestos34 ," September 12, 2023",False,False
6,NMD_R1 Shoes,150,3,I will never buy this again they hurt my feet!,The shoe hurts so bad they are so hard on the top of the shoe I will never buy this again,Betty83 ," September 11, 2023",False,False
7,NMD_R1 Shoes,150,3,Very comfortable lightweight shoe!,"Very comfortable and lightweight shoe. Feels great, very sharp appearance,",Breed48 ," September 9, 2023",False,False
8,NMD_R1 Shoes,150,3,Sweet,"All black shoes, really comfortable, fit very nicely",6jgff ," September 6, 2023",False,False
9,NMD_R1 Shoes,150,3,I love it the color is perfect!,The color is a must! I love it! If you like use colors this is the shoe and its soo comfy!,Evea ," September 6, 2023",False,False
10,NMD_R1 Shoes,150,3,As usual adidas product to do disappoint,"Adidas for life, definitely my favorite brand that I'm always excited about getting new gear from",CharlieC003 ," September 5, 2023",False,False
11,NMD_R1 Shoes,150,3,Excellent,Very comfortable. I have them in several pairs in various colors,Nabisco721 ," September 5, 2023 ",False,True
13,NMD_R1 Shoes,150,3,Love these!,Great standard white sneaker for gym and street wear! Comfy and versatile,Shanalama ," September 5, 2023",False,False
14,NMD_R1 Shoes,150,3,Very reliable product.,One of a kind in style. Affordable  price and fast delivery.,TedBaq888 ," September 5, 2023 ",False,True
15,NMD_R1 Shoes,150,3,Excellent feeling shoe.,A bit tight at first but fits like a glove.   Very comfortable for walking or light  running.  A+ on the quality,Aristy26 ," September 5, 2023 ",False,True
16,NMD_R1 Shoes,150,3,Not true to size,"I am a size 10 women's.  When I received these, the size 10 were HUGE. I even had my boyfriend (who wears a men's size 11) try them on and he said they were even big for him. Definitely disappointed.",Britt87 ," September 4, 2023",False,False
17,NMD_R1 Shoes,150,3,Amazing,Got them to give as a gift and they loved them and wear them all the time,Dp51 ," September 4, 2023",False,False
18,NMD_R1 Shoes,150,3,Pretty good shoes,"Good for long distance walking or running, can get dirty easily tho",john ," September 4, 2023",False,False
19,NMD_R1 Shoes,150,3,Great product,"Great product, comfortable and fit me perfectly. Recommend it",Omar ," September 3, 2023",False,False
20,NMD_R1 Shoes,150,3,My wife loved them. Comfy and stylish,"Love the color. Super light weight and flexible. Perfect for doing errands, shopping, or taking a late night stroll.",Adidasfreak ," September 3, 2023",False,False
21,NMD_R1 Shoes,150,3,Great color really nice pink,This is a really nice bubble gum pink  super comfortable like usual,DIRTROCK11 ," September 2, 2023",False,False
22,NMD_R1 Shoes,150,3,10/10,True  size I recommend super nice and very confortable…,Lolys15 ," September 2, 2023",False,False
23,NMD_R1 Shoes,150,3,Super cool color!,"So comfortable, definitely buy in another color!…….",Kul31 ," September 1, 2023",False,False
24,NMD_R1 Shoes,150,3,My heels are bleeding,The plastic decoration on the heel makes the heel rigid. My heels bleed and ache when I wear these. I was so sad about that!,Gigit ," August 31, 2023 ",False,True
25,NMD_R1 Shoes,150,3,Uncomfortable,"The top of the shoe is really hard, cannot wear for a long time",Becky7 ," August 31, 2023 ",False,True
26,NMD_R1 Shoes,150,3,These shoes were huge and uncomfortable,These run about 1/2 a size bigger. The back of the shoe is so hard that it rubbed against my foot and cause skin breakage and blisters I would try to fold and break in shoe but the back of shoe is just to hard,Yessi ," August 30, 2023",False,False
32,NMD_R1 Shoes,150,3,Love them just too narrow,Nice shoe just not recommended cuz it’s too narrow.,Fabii ," August 26, 2023",False,False
33,NMD_R1 Shoes,150,3,Too big,I have several pairs of NMDs.  They are my favorite shoes and most comfortable shows that I wear.  Unfortunately this particular pair is way too big.  I can't wear them and can't return or exchange them due to them being on sale.  I normally wear 8.5 and ordered 8.5 but should have got a 7 or 7.5.,Crystal ," August 26, 2023 ",False,True
34,NMD_R1 Shoes,150,3,One of my favorite pair of shoes,I love the way that my new shoes fit. I like the colors I wear them every day now.,Niki ," August 26, 2023",False,False
35,NMD_R1 Shoes,150,3,The absolute most comfortable shoes I’ve ever had!,Totally worth the money spent to buy them! The most comfortable shoes I own! I have been wearing them since I got them.,MarineWife1222 ," August 26, 2023",False,False
36,NMD_R1 Shoes,150,3,I loooove NMD’s they’re super comfy for me! :),Super comfy and fits perfectly. I would buy more NMD’s in the future!,Maria04 ," August 25, 2023",False,False
43,NMD_R1 Shoes,150,3,Great shoe,Love NMD’s. Only thing to get used to on these was the extra padding at the ankle,AG29 ," August 24, 2023",False,False
44,NMD_R1 Shoes,150,3,Beautiful color but not comfortable,"I own a couple of pairs of Nmd R1 and they're super comfortable,  this pair is completely diffrent from the others. They are super stiff and narrow . I love the quality and color I just wish they were more comfortable.",Rherna ," August 23, 2023 ",False,True
45,NMD_R1 Shoes,150,3,"Rubs heels, probably wouldn’t buy again",The back of the shoe rubs terribly on the upper part of the heel after wearing them a couple hours. I’ve only been able to wear them twice. They’re probably fine if you wear long/tall socks but if you wear no-show socks then good luck to your Achilles tendon.,Kayleealyssa95 ," August 23, 2023 ",False,True
46,NMD_R1 Shoes,150,3,Can't stop buying,I have a few of these they are so confortable my favorite,Meechy ," August 22, 2023",False,False
47,NMD_R1 Shoes,150,3,Great shoes,Very comfortable and a great price. I have wide feet and they fit so much better than other shoes.,dionth23 ," August 16, 2023 ",False,True
48,NMD_R1 Shoes,150,3,Comfortable shoes,"I went to break them in, and they already felt perfect.",Frostyy ," August 15, 2023",False,False
49,NMD_R1 Shoes,150,3,Very comfortable and light to walk in.,I love these shoes. They look great and feel great,Chasif ," August 14, 2023",False,False
50,NMD_R1 Shoes,150,3,Not as expected,The quality of this design was not as good as expected. The comfort level was not as great as NMDs before.,O888 ," August 14, 2023 ",False,True
51,NMD_R1 Shoes,150,3,It’s very comfy,I would buy again because they look beautiful and also are very comfortable,Lalala ," August 14, 2023",False,False
52,NMD_R1 Shoes,150,3,I feel like they are made to big not a true6,But they are really cute fell like I could go smaller,Jt87 ," August 14, 2023",False,False
53,NMD_R1 Shoes,150,3,Love these shoes!,I'm obsessed with black and gold. Wish they had more shoes in this color!,Adidas4lf ," August 14, 2023",False,False
54,NMD_R1 Shoes,150,3,Cute but not comfortable,These shoes are hard to put on and rub around the opening of the shoe when wearing no show socks.  I wish I could return then after wearing them for the day,Momma ," August 13, 2023",False,False
55,NMD_R1 Shoes,150,3,Best lychees ever and worth the money,This is a great item to purchase for your family and it’s comfy,Cloud ," August 13, 2023",False,False
56,NMD_R1 Shoes,150,3,I like the design  and it's  very comfortable,"It's  supper comfortable  ,the bottom is slip resistant and the design  stands out",Phooh ," August 12, 2023",False,False
57,NMD_R1 Shoes,150,3,Perfection,They are comfortable and super nice also very resistance,Claudette ," August 11, 2023",False,False
58,NMD_R1 Shoes,150,3,Great comfort but hard to put on initially,"Bought these for my girlfriend and she loves the color and comfort, easygoing and unique designs but the initial start to putting on the sneaker is a bit hard for her to put on and may find some drawbacks to this. I hope she can break them in and not have anymore difficulty getting them on and off her feet.",Juicebag ," August 11, 2023",False,False
59,NMD_R1 Shoes,150,3,the colors of these are the best,"nmds are my favorite and these are no exception, the colors are perfect",faashauna ," August 10, 2023",False,False
60,NMD_R1 Shoes,150,3,My favorite shoes,I do feel like they have changed the heal throughout the years and these take longer to break in but once they are the best shoes,1234 ," August 10, 2023",False,False
61,NMD_R1 Shoes,150,3,Worse purchase of Adidas ever,"Material looks stretchy too flimsy, not enough support at all. I’m very disappointed in this shies fit.",Val1207 ," August 10, 2023",False,False
62,NMD_R1 Shoes,150,3,Loved the shoes!!,Will definitely buy again!! Everything about them is perfect.,Hammy2macy ," August 9, 2023",False,False
63,NMD_R1 Shoes,150,3,Very comfortable,"Love these shoes! They are very comfortable. They run a little big, I have sized down!",Eebs ," August 9, 2023 ",False,True
64,NMD_R1 Shoes,150,3,Would definitely recommend,"Super lightweight
Very comfortable all day 
Looks great",Momm ," August 9, 2023 ",False,True
65,NMD_R1 Shoes,150,3,STRONGLY RECOMMEND.,The shoes are super comfortable and great for daily use. They are pretty neutral and can go with most outfits.,Koko ," August 8, 2023 ",False,True
